datetime,s1_q50_b1r1,s2_q50_b1r1,s3_q50_b1r1,s1_q10_b1r1,s2_q10_b1r1,s3_q10_b1r1,s1_q90_b1r1,s2_q90_b1r1,s3_q90_b1r1
2023-01-31 00:30,1000.29,1005.09,1619.09,597.95,551.22,724.02,1289.63,1175.7,2166.88
2023-01-31 00:45,1053.74,1060.32,1630.34,631.68,582.26,712.28,1355.07,1246.22,2166.88
2023-01-31 01:00,1109.22,1121.22,1629.74,660.21,609.16,715.7,1412.53,1310.46,2166.88
2023-01-31 01:15,1166.76,1172.5,1644.49,703.16,647.11,736.67,1464.38,1362.33,2166.88
2023-01-31 01:30,1222.16,1217.5,1629.24,751.29,689.2,711.5,1518.53,1415.06,2166.88
2023-01-31 01:45,1280.61,1265.62,1605.36,808.43,727.5,677.48,1556.59,1450.9,2166.88
2023-01-31 02:00,1338.82,1316.09,1623.13,849.7,759.28,659.43,1604.37,1498.22,2166.88
2023-01-31 02:15,1358.59,1333.32,1615.23,870.05,773.04,645.0,1613.12,1507.55,2166.88
2023-01-31 02:30,1379.14,1351.13,1613.16,888.6,776.37,620.13,1625.75,1519.56,2166.88
2023-01-31 02:45,1410.57,1376.31,1605.11,911.46,794.6,585.89,1653.55,1545.05,2166.88
2023-01-31 03:00,1440.99,1408.42,1654.07,924.28,824.26,559.3,1664.02,1560.45,2166.88
2023-01-31 03:15,1469.62,1447.26,1634.06,873.93,887.92,541.35,1640.23,1596.24,2166.88
2023-01-31 03:30,1496.47,1485.5,1615.9,884.79,905.45,527.66,1674.79,1632.74,2166.88
2023-01-31 03:45,1537.09,1531.54,1576.68,900.78,925.58,514.19,1718.62,1677.75,2166.33
2023-01-31 04:00,1570.83,1573.76,1543.07,917.09,948.52,500.95,1758.78,1727.88,2166.88
2023-01-31 04:15,1620.09,1630.33,1511.71,964.07,1001.61,487.94,1795.01,1778.91,2166.88
2023-01-31 04:30,1661.06,1666.0,1512.32,995.42,1032.09,475.6,1817.64,1793.92,2166.88
2023-01-31 04:45,1721.85,1713.2,1513.74,1027.86,1064.56,461.04,1864.82,1826.53,2166.88
2023-01-31 05:00,1775.82,1775.88,1498.68,1059.94,1104.28,448.73,1913.49,1883.41,2166.88
2023-01-31 05:15,1830.22,1833.09,1484.75,1104.05,1153.8,436.62,1955.75,1929.52,2166.88
2023-01-31 05:30,1894.79,1895.93,1496.38,1146.19,1198.16,412.54,2007.28,2028.51,2166.88
2023-01-31 05:45,1951.78,1942.82,1481.8,1190.06,1245.41,383.85,2047.38,2061.32,2166.88
2023-01-31 06:00,1991.28,1988.78,1477.15,1207.85,1269.26,346.09,2077.64,2081.84,2166.88
2023-01-31 06:15,2019.48,2014.72,1541.01,1233.08,1311.28,383.06,2092.02,2090.63,2166.88
2023-01-31 06:30,2040.63,2035.11,1589.9,1242.01,1322.83,424.68,2116.43,2104.6,2166.88
2023-01-31 06:45,2060.52,2058.46,1611.89,1254.27,1338.49,460.72,2124.93,2133.13,2166.88
2023-01-31 07:00,2072.53,2075.07,1651.91,1260.96,1348.48,474.36,2132.63,2137.03,2166.88
2023-01-31 07:15,2077.9,2083.43,1576.01,1267.37,1357.15,489.37,2133.88,2140.84,2166.88
2023-01-31 07:30,2078.76,2089.63,1606.84,1263.52,1354.82,484.29,2136.42,2142.54,2166.88
2023-01-31 07:45,2084.14,2094.24,1602.87,1270.1,1361.64,479.25,2138.97,2144.93,2166.88
2023-01-31 08:00,2090.75,2100.95,1633.97,1274.19,1367.23,474.24,2140.88,2146.37,2166.88
2023-01-31 08:15,2092.9,2099.83,1627.4,1271.82,1363.61,469.26,2142.97,2146.73,2166.88
2023-01-31 08:30,2097.6,2106.98,1733.87,1272.72,1365.13,464.31,2148.86,2150.77,2166.88
2023-01-31 08:45,2106.85,2111.15,1762.99,1278.12,1369.77,459.4,2150.05,2153.01,2166.88
2023-01-31 09:00,2113.39,2119.84,1735.63,1284.76,1376.9,469.1,2154.72,2156.68,2166.88
2023-01-31 09:15,2119.91,2121.31,1728.8,1355.96,1343.68,482.88,2148.88,2162.77,2166.88
2023-01-31 09:30,2123.63,2125.14,1750.62,1356.42,1343.8,505.73,2150.22,2164.43,2166.88
2023-01-31 09:45,2126.16,2128.64,1751.82,1363.32,1352.64,529.26,2151.5,2166.08,2166.88
2023-01-31 10:00,2126.75,2129.86,1754.12,1363.42,1351.51,550.15,2151.98,2166.88,2166.88
2023-01-31 10:15,2127.18,2126.47,1795.53,1359.26,1345.59,550.8,2152.57,2166.0,2166.88
2023-01-31 10:30,2123.77,2124.37,1793.58,1357.15,1344.66,561.3,2151.89,2166.12,2166.88
2023-01-31 10:45,2126.51,2126.23,1849.22,1362.74,1349.42,582.08,2152.3,2164.12,2166.88
2023-01-31 11:00,2118.86,2118.38,1886.33,1355.49,1341.71,603.33,2150.37,2160.66,2166.88
2023-01-31 11:15,2122.77,2121.79,1899.69,1359.56,1345.86,602.79,2149.79,2161.48,2166.88
2023-01-31 11:30,2118.93,2117.21,1921.86,1354.63,1340.71,603.78,2148.72,2160.07,2166.88
2023-01-31 11:45,2116.96,2116.95,2020.1,1349.86,1336.22,572.39,2149.49,2159.63,2166.88
2023-01-31 12:00,2117.73,2116.79,2024.12,1353.03,1339.53,541.05,2148.61,2159.01,2166.88
2023-01-31 12:15,2110.96,2109.77,2031.62,1372.83,1347.2,540.97,2153.03,2156.78,2166.88
2023-01-31 12:30,2099.73,2102.84,2054.46,1364.05,1339.65,549.82,2149.15,2152.59,2166.88
2023-01-31 12:45,2093.39,2094.55,2054.37,1358.76,1334.18,574.04,2145.43,2149.69,2166.88
2023-01-31 13:00,2088.3,2085.66,2082.49,1357.5,1331.12,614.75,2145.31,2146.54,2166.88
2023-01-31 13:15,2073.5,2072.09,2083.17,1348.33,1322.18,655.56,2141.61,2139.05,2166.88
2023-01-31 13:30,2066.69,2060.78,2023.95,1342.51,1316.6,669.87,2137.6,2132.0,2166.88
2023-01-31 13:45,2040.05,2036.48,2060.92,1324.35,1298.53,709.45,2108.69,2120.72,2166.88
2023-01-31 14:00,2024.82,2016.89,2072.52,1312.1,1286.85,749.1,2098.59,2108.12,2166.88
2023-01-31 14:15,1995.96,1979.08,2096.48,1291.02,1262.43,789.13,2081.84,2067.09,2166.88
2023-01-31 14:30,1968.98,1951.64,2101.27,1275.73,1248.53,830.53,2065.13,2048.02,2166.88
2023-01-31 14:45,1934.01,1924.69,2101.06,1248.35,1225.67,870.39,2043.34,2029.94,2166.88
2023-01-31 15:00,1886.49,1881.08,2100.18,1210.06,1191.5,914.51,1989.12,1997.72,2166.88
2023-01-31 15:15,1843.72,1845.36,2108.5,1154.34,1109.56,960.08,1968.98,2023.51,2166.88
2023-01-31 15:30,1797.37,1799.18,2112.18,1116.94,1073.89,1005.5,1930.47,1991.63,2166.88
2023-01-31 15:45,1757.88,1763.87,2121.6,1079.55,1039.15,1049.29,1895.45,1967.52,2166.88
2023-01-31 16:00,1714.14,1732.49,2124.96,1024.61,990.94,1099.06,1859.77,1959.56,2166.88
2023-01-31 16:15,1680.62,1700.67,2124.12,999.59,968.69,1143.66,1841.41,1941.94,2166.88
2023-01-31 16:30,1649.13,1662.37,2130.31,961.65,929.86,1196.19,1820.08,1910.34,2166.88
2023-01-31 16:45,1614.13,1625.57,2127.16,917.35,885.88,1188.37,1811.13,1902.0,2166.88
2023-01-31 17:00,1566.0,1589.86,2140.34,865.22,840.67,1136.83,1777.94,1889.09,2166.88
2023-01-31 17:15,1537.64,1566.37,2142.66,836.98,814.55,1069.96,1749.09,1876.22,2166.88
2023-01-31 17:30,1517.17,1538.41,2141.87,815.58,792.47,1010.14,1749.54,1849.94,2166.88
2023-01-31 17:45,1483.79,1516.35,2147.12,779.78,762.44,949.79,1723.08,1847.65,2166.88
2023-01-31 18:00,1448.85,1486.04,2143.14,749.54,733.48,890.32,1680.12,1830.88,2166.88
2023-01-31 18:15,1453.75,1495.77,2145.04,777.44,753.9,881.4,1692.09,1874.42,2166.88
2023-01-31 18:30,1460.4,1502.53,2143.24,792.0,768.53,901.71,1698.46,1875.34,2166.88
2023-01-31 18:45,1466.9,1508.22,2136.41,800.17,776.94,926.66,1709.37,1878.46,2166.88
2023-01-31 19:00,1475.7,1514.81,2130.77,810.37,786.39,955.34,1717.8,1877.76,2166.88
2023-01-31 19:15,1511.23,1544.44,2129.74,855.99,829.11,936.02,1736.63,1888.38,2166.88
2023-01-31 19:30,1547.27,1574.16,2126.19,890.5,861.32,955.58,1769.1,1904.81,2166.88
2023-01-31 19:45,1580.39,1603.42,2131.63,906.31,875.39,976.06,1790.11,1917.02,2166.88
2023-01-31 20:00,1609.87,1628.62,2130.43,919.59,886.36,996.83,1813.43,1924.74,2166.88
2023-01-31 20:15,1643.27,1660.48,2135.25,947.92,913.96,1046.11,1840.2,1940.19,2166.88
2023-01-31 20:30,1679.86,1703.97,2137.18,978.58,947.49,1123.06,1855.08,1959.91,2166.88
2023-01-31 20:45,1713.81,1749.42,2131.61,1015.24,988.94,1185.62,1886.26,1981.82,2166.88
2023-01-31 21:00,1732.18,1772.83,2133.84,1040.04,1015.95,1188.23,1899.6,1993.37,2166.88
2023-01-31 21:15,1783.91,1817.6,2136.15,1017.46,929.5,1164.65,1991.36,2001.83,2166.88
2023-01-31 21:30,1825.55,1850.02,2138.52,1057.79,962.46,1134.92,2018.96,2018.12,2166.88
2023-01-31 21:45,1881.14,1885.19,2140.73,1104.78,999.22,1146.01,2052.4,2031.46,2166.88
2023-01-31 22:00,1914.94,1918.42,2141.01,1139.65,1031.04,1166.44,2071.9,2049.1,2166.88
2023-01-31 22:15,1945.93,1946.36,2140.55,1164.13,1052.52,1171.93,2092.86,2064.82,2166.88
2023-01-31 22:30,1967.27,1971.2,2133.15,1185.38,1073.57,1195.19,2104.84,2074.59,2166.88
2023-01-31 22:45,1992.11,1996.95,2135.07,1206.61,1092.99,1218.74,2120.61,2087.67,2166.88
2023-01-31 23:00,2029.46,2029.4,2089.34,1326.05,1230.64,1583.92,2154.39,2119.46,2166.88
2023-01-31 23:15,2066.16,2063.55,2078.66,1351.39,1253.38,1548.87,2165.16,2138.65,2166.88
2023-01-31 23:30,2075.0,2073.88,2084.57,1353.14,1255.06,1486.84,2166.4,2147.56,2166.88
2023-01-31 23:45,2094.16,2088.94,2085.98,1364.55,1264.01,1485.82,2166.64,2157.59,2166.88
2023-02-01 00:00,2111.85,2106.48,2061.19,1376.55,1275.1,1436.85,2166.84,2166.88,2166.88
2023-02-01 00:15,2118.19,2113.73,2053.15,1412.43,1288.52,1392.56,2166.78,2152.59,2166.88
2023-02-01 00:30,2116.72,2114.31,2065.28,1408.18,1284.91,1330.58,2166.88,2153.7,2166.88
2023-02-01 00:45,2116.41,2116.06,2051.11,1405.13,1282.58,1265.25,2166.88,2156.69,2166.88
2023-02-01 01:00,2119.79,2119.6,2046.46,1406.17,1283.57,1250.93,2166.88,2158.84,2166.88
2023-02-01 01:15,2122.19,2122.19,2029.85,1410.45,1287.78,1254.75,2166.88,2160.07,2166.88
2023-02-01 01:30,2120.2,2120.7,2022.94,1409.6,1287.39,1238.33,2166.88,2160.5,2166.88
2023-02-01 01:45,2123.37,2123.53,2011.3,1410.05,1287.38,1248.2,2166.88,2161.69,2166.88
2023-02-01 02:00,2122.67,2122.67,1944.45,1407.99,1285.37,1232.79,2166.88,2162.6,2166.88
2023-02-01 02:15,2125.37,2125.37,1934.6,1411.08,1288.24,1219.54,2166.88,2164.03,2166.88
2023-02-01 02:30,2128.61,2128.39,2016.61,1414.93,1291.75,1213.33,2166.88,2165.62,2166.88
2023-02-01 02:45,2129.37,2129.37,2021.41,1416.85,1293.73,1187.67,2166.88,2166.55,2166.88
2023-02-01 03:00,2128.65,2128.65,2015.32,1413.85,1290.86,1118.06,2166.88,2166.72,2166.88
2023-02-01 03:15,2132.42,2132.42,2012.66,1291.0,1361.86,1086.54,2166.88,2159.75,2166.88
2023-02-01 03:30,2139.06,2139.06,2013.23,1300.45,1371.59,1040.66,2166.88,2162.11,2166.88
2023-02-01 03:45,2141.6,2141.6,1999.43,1306.05,1377.19,978.14,2166.88,2163.49,2166.88
2023-02-01 04:00,2142.83,2142.83,2012.26,1306.82,1377.99,940.65,2166.88,2164.35,2166.88
2023-02-01 04:15,2144.31,2144.31,1992.38,1309.38,1380.7,907.68,2166.88,2165.04,2166.88
2023-02-01 04:30,2144.7,2144.7,1996.02,1305.43,1376.71,867.17,2166.88,2165.27,2166.88
2023-02-01 04:45,2146.18,2146.18,1999.9,1310.94,1382.3,809.12,2166.88,2166.04,2166.88
2023-02-01 05:00,2144.42,2144.42,2000.08,1302.23,1373.56,749.65,2166.88,2165.94,2166.88
2023-02-01 05:15,2144.86,2144.86,1922.08,1305.93,1377.25,691.07,2166.88,2165.71,2166.88
2023-02-01 05:30,2143.73,2143.73,1889.13,1300.72,1372.03,637.51,2166.88,2165.56,2166.88
2023-02-01 05:45,2145.02,2145.02,1904.05,1303.45,1374.79,584.96,2166.88,2165.67,2166.88
2023-02-01 06:00,2146.02,2146.02,1895.51,1305.32,1376.67,538.63,2166.88,2166.48,2166.88
2023-02-01 06:15,2147.51,2147.51,1892.21,1311.38,1404.01,559.27,2166.88,2166.88,2166.88
2023-02-01 06:30,2151.71,2151.71,1886.28,1315.69,1408.63,541.53,2166.88,2166.88,2166.88
2023-02-01 06:45,2153.14,2153.14,1882.36,1317.74,1410.74,579.21,2166.88,2166.88,2166.88
2023-02-01 07:00,2154.09,2154.09,1865.42,1317.2,1410.31,626.71,2166.88,2166.88,2166.88
2023-02-01 07:15,2157.27,2157.27,1852.28,1319.94,1413.34,633.99,2166.88,2166.88,2166.88
2023-02-01 07:30,2159.88,2159.88,1851.35,1322.44,1416.06,626.63,2166.88,2166.88,2166.88
2023-02-01 07:45,2159.33,2159.33,1832.01,1322.03,1415.64,619.33,2166.88,2166.88,2166.88
2023-02-01 08:00,2159.02,2159.02,1816.68,1321.17,1414.78,612.09,2166.88,2166.88,2166.88
2023-02-01 08:15,2159.73,2159.73,1865.39,1322.39,1416.01,605.14,2166.88,2166.88,2166.88
2023-02-01 08:30,2160.0,2160.0,1803.4,1322.81,1416.45,619.5,2166.88,2166.88,2166.88
2023-02-01 08:45,2158.93,2158.93,1800.97,1321.9,1415.4,634.87,2166.88,2166.88,2166.88
2023-02-01 09:00,2156.5,2156.5,1779.25,1320.12,1413.56,643.15,2166.88,2166.88,2166.88
2023-02-01 09:15,2158.74,2158.74,1776.31,1390.74,1377.29,647.2,2166.88,2166.88,2166.88
2023-02-01 09:30,2159.57,2159.57,1763.6,1391.86,1378.31,590.71,2166.88,2166.88,2166.88
2023-02-01 09:45,2160.29,2160.29,1762.32,1392.3,1378.81,562.9,2166.88,2166.88,2166.88
2023-02-01 10:00,2160.99,2160.99,1778.73,1392.53,1379.0,556.09,2166.88,2166.88,2166.88
2023-02-01 10:15,2161.01,2161.01,1770.49,1392.42,1378.87,549.34,2166.88,2166.88,2166.88
2023-02-01 10:30,2161.08,2161.08,1766.28,1392.39,1378.85,542.64,2166.88,2166.88,2166.88
2023-02-01 10:45,2162.72,2162.72,1762.4,1393.46,1379.94,536.0,2166.88,2166.88,2166.88
2023-02-01 11:00,2163.0,2163.0,1750.49,1393.57,1380.03,527.13,2166.88,2166.88,2166.88
2023-02-01 11:15,2163.57,2163.57,1739.36,1393.86,1380.32,504.68,2166.88,2166.88,2166.88
2023-02-01 11:30,2164.5,2164.5,1703.51,1394.38,1380.84,478.75,2166.88,2166.88,2166.88
2023-02-01 11:45,2164.82,2164.82,1708.14,1394.42,1380.87,438.26,2166.88,2166.88,2166.88
2023-02-01 12:00,2164.89,2164.89,1676.16,1394.45,1380.89,397.02,2166.88,2166.88,2166.88
2023-02-01 12:15,2165.49,2165.49,1594.17,1419.18,1392.51,372.04,2166.88,2166.88,2166.88
2023-02-01 12:30,2165.59,2165.59,1590.84,1419.2,1392.54,347.64,2166.88,2166.88,2166.88
2023-02-01 12:45,2165.91,2165.91,1585.65,1419.37,1392.7,372.88,2166.88,2166.88,2166.88
2023-02-01 13:00,2165.9,2165.9,1593.72,1419.32,1392.64,426.95,2166.88,2166.88,2166.88
2023-02-01 13:15,2166.2,2166.17,1541.38,1419.52,1392.82,482.31,2166.88,2166.88,2166.88
2023-02-01 13:30,2166.11,2166.11,1512.93,1419.45,1392.77,509.68,2166.88,2166.88,2166.88
2023-02-01 13:45,2165.82,2165.82,1488.8,1419.29,1392.62,497.6,2166.88,2166.88,2166.88
2023-02-01 14:00,2165.57,2165.57,1501.56,1419.13,1392.46,480.32,2166.88,2166.88,2166.88
2023-02-01 14:15,2165.81,2165.81,1516.04,1419.28,1392.61,463.02,2166.88,2166.88,2166.88
2023-02-01 14:30,2165.31,2165.31,1527.89,1419.06,1392.4,446.14,2166.88,2166.88,2166.88
2023-02-01 14:45,2164.62,2164.62,1530.51,1418.73,1392.08,443.02,2166.88,2166.88,2166.88
2023-02-01 15:00,2162.47,2162.47,1546.35,1417.3,1390.69,422.76,2166.88,2166.88,2166.88
2023-02-01 15:15,2162.16,2162.16,1561.36,1379.38,1321.78,402.7,2166.88,2166.88,2166.88
2023-02-01 15:30,2161.78,2161.78,1572.9,1378.99,1321.4,384.7,2166.88,2166.88,2166.88
2023-02-01 15:45,2162.55,2162.35,1588.31,1379.86,1322.18,375.07,2166.88,2166.88,2166.88
2023-02-01 16:00,2160.67,2160.67,1592.08,1378.51,1320.96,355.54,2166.88,2166.88,2166.88
2023-02-01 16:15,2161.2,2161.2,1590.07,1378.76,1321.19,336.98,2166.88,2166.88,2166.88
2023-02-01 16:30,2161.75,2161.11,1583.97,1379.42,1321.48,335.76,2166.88,2166.88,2166.88
2023-02-01 16:45,2161.47,2161.66,1598.12,1378.65,1321.18,338.31,2166.88,2166.88,2166.88
2023-02-01 17:00,2161.17,2161.17,1587.78,1378.89,1321.32,324.98,2166.88,2166.88,2166.88
2023-02-01 17:15,2161.03,2160.55,1568.06,1377.96,1320.11,297.65,2166.88,2166.88,2166.88
2023-02-01 17:30,2163.28,2160.32,1561.66,1380.11,1321.36,277.58,2166.88,2166.88,2166.88
2023-02-01 17:45,2158.69,2157.61,1548.03,1377.48,1319.63,265.16,2166.88,2166.88,2166.88
2023-02-01 18:00,2157.43,2157.58,1540.98,1377.2,1319.79,246.1,2166.88,2166.88,2166.88
2023-02-01 18:15,2155.89,2157.42,1513.74,1384.72,1341.42,246.95,2166.88,2166.88,2166.88
2023-02-01 18:30,2156.12,2157.96,1513.82,1387.45,1341.79,237.8,2166.88,2166.88,2166.88
2023-02-01 18:45,2156.37,2159.94,1538.99,1384.16,1342.79,231.76,2166.88,2166.88,2166.88
2023-02-01 19:00,2155.28,2159.56,1554.43,1383.47,1342.51,220.58,2166.88,2166.88,2166.88
2023-02-01 19:15,2154.49,2161.03,1553.56,1382.91,1342.99,218.3,2166.88,2166.88,2166.88
2023-02-01 19:30,2154.44,2161.21,1566.23,1381.21,1343.17,225.46,2166.88,2166.88,2166.88
2023-02-01 19:45,2156.19,2160.78,1569.47,1388.17,1342.9,235.86,2166.88,2166.88,2166.88
2023-02-01 20:00,2155.93,2161.53,1604.67,1382.3,1343.22,248.08,2166.88,2166.88,2166.88
2023-02-01 20:15,2154.86,2158.63,1602.5,1384.46,1341.55,242.17,2166.88,2166.88,2166.88
2023-02-01 20:30,2154.65,2157.74,1635.29,1387.15,1341.63,263.65,2166.88,2166.88,2166.88
2023-02-01 20:45,2155.27,2155.4,1673.07,1385.87,1338.91,271.41,2166.88,2166.88,2166.88
2023-02-01 21:00,2154.88,2155.95,1657.23,1382.01,1335.43,283.44,2166.88,2166.88,2166.88
2023-02-01 21:15,2155.64,2156.28,1646.24,1314.83,1189.26,286.91,2166.88,2166.88,2166.88
2023-02-01 21:30,2156.55,2156.55,1705.06,1318.2,1192.28,295.52,2166.88,2166.88,2166.88
2023-02-01 21:45,2153.87,2153.77,1716.23,1313.71,1187.88,304.28,2166.88,2166.88,2166.88
2023-02-01 22:00,2152.59,2153.23,1729.46,1311.55,1186.07,313.22,2166.88,2166.88,2166.88
2023-02-01 22:15,2149.83,2149.83,1652.63,1304.79,1179.13,324.93,2166.88,2166.88,2166.88
2023-02-01 22:30,2152.11,2152.11,1627.0,1310.63,1184.89,334.29,2166.88,2166.88,2166.88
2023-02-01 22:45,2150.2,2150.2,1720.07,1313.73,1188.1,343.83,2166.88,2166.88,2166.88
2023-02-01 23:00,2141.57,2145.51,2045.01,1322.15,1306.21,881.56,2166.88,2166.88,2166.88
2023-02-01 23:15,2136.85,2141.56,2047.23,1313.26,1297.71,892.81,2166.75,2166.88,2166.88
2023-02-01 23:30,2135.28,2139.95,2056.39,1314.87,1299.26,904.15,2166.8,2166.88,2166.88
2023-02-01 23:45,2129.92,2134.94,2061.99,1313.05,1297.49,915.59,2166.88,2166.88,2166.88
2023-02-02 00:00,2125.61,2132.99,2071.49,1313.36,1298.32,927.13,2165.91,2166.88,2166.88
2023-02-02 00:15,2121.94,2127.4,2072.66,1384.49,1294.05,999.29,2166.83,2164.59,2166.88
2023-02-02 00:30,2111.04,2118.75,2068.94,1371.54,1282.41,1065.93,2166.37,2160.11,2166.88
2023-02-02 00:45,2105.57,2114.22,2069.65,1374.55,1285.37,1106.76,2165.8,2155.86,2166.88
2023-02-02 01:00,2096.85,2102.54,2067.63,1366.13,1277.11,1083.34,2160.38,2150.1,2166.88
2023-02-02 01:15,2089.4,2097.91,2081.44,1359.14,1271.44,1032.66,2155.12,2147.19,2166.88
2023-02-02 01:30,2088.75,2094.54,2066.22,1357.11,1269.05,981.99,2154.07,2144.48,2166.88
2023-02-02 01:45,2075.27,2083.97,2088.79,1354.06,1268.64,937.3,2145.14,2139.31,2166.88
2023-02-02 02:00,2056.16,2073.39,2092.71,1342.66,1260.01,896.23,2134.68,2135.37,2166.88
2023-02-02 02:15,2054.37,2069.44,2088.81,1340.24,1257.73,879.36,2128.36,2130.97,2166.88
2023-02-02 02:30,2038.33,2057.64,2090.77,1330.47,1250.91,904.97,2116.31,2126.11,2166.88
2023-02-02 02:45,2025.39,2044.19,2095.07,1328.71,1249.9,906.91,2107.78,2121.15,2166.88
2023-02-02 03:00,2006.61,2029.36,2085.24,1312.96,1235.75,857.66,2093.05,2100.11,2166.88
2023-02-02 03:15,1993.67,2013.29,2071.0,1309.79,1287.99,797.85,2125.52,2111.0,2166.88
2023-02-02 03:30,1988.97,2007.74,2047.41,1300.78,1279.33,736.55,2119.9,2091.92,2166.88
2023-02-02 03:45,1980.45,1991.17,2052.13,1296.14,1271.13,689.23,2117.0,2084.35,2166.88
2023-02-02 04:00,1960.11,1969.44,2072.64,1283.82,1258.14,671.37,2109.16,2073.2,2166.88
2023-02-02 04:15,1943.82,1951.4,2077.41,1272.35,1245.33,704.98,2099.64,2064.33,2166.88
2023-02-02 04:30,1922.86,1933.37,2067.39,1254.85,1228.01,739.72,2081.47,2053.79,2166.88
2023-02-02 04:45,1904.35,1914.49,2076.3,1242.83,1215.22,774.43,2068.04,2044.69,2166.88
2023-02-02 05:00,1886.82,1895.9,2068.42,1227.68,1200.24,810.19,2057.3,2036.58,2166.88
2023-02-02 05:15,1869.32,1877.17,2055.99,1212.12,1183.0,847.6,2041.58,2020.18,2166.88
2023-02-02 05:30,1855.04,1861.89,2064.05,1203.31,1173.99,860.99,2028.55,2006.31,2166.88
2023-02-02 05:45,1834.3,1837.19,2062.53,1176.55,1145.16,824.73,2014.02,1957.37,2166.88
2023-02-02 06:00,1808.88,1811.53,2068.62,1159.61,1127.36,786.75,1996.71,1918.17,2166.88
2023-02-02 06:15,1811.52,1810.2,2049.73,1181.4,1148.92,805.92,1974.7,1929.79,2166.88
2023-02-02 06:30,1819.32,1816.61,2067.87,1187.38,1154.26,825.41,1975.86,1936.62,2166.88
2023-02-02 06:45,1812.68,1811.64,2051.06,1172.96,1140.98,845.19,1974.22,1936.58,2166.88
2023-02-02 07:00,1815.71,1817.07,2027.61,1178.07,1146.65,862.37,1976.0,1938.05,2166.88
2023-02-02 07:15,1827.39,1831.37,2052.46,1196.49,1166.55,882.7,1983.78,1949.64,2166.88
2023-02-02 07:30,1841.52,1844.4,2023.28,1201.18,1171.58,903.34,1994.75,1960.16,2166.88
2023-02-02 07:45,1852.29,1856.81,2028.71,1211.2,1180.77,924.29,2000.3,1965.57,2166.88
2023-02-02 08:00,1859.7,1858.7,2036.88,1220.06,1187.1,921.38,2004.5,1965.67,2166.88
2023-02-02 08:15,1864.08,1862.36,2019.03,1224.1,1191.06,869.41,2007.16,1970.04,2166.88
2023-02-02 08:30,1853.27,1858.69,2031.73,1217.0,1188.63,822.2,2001.61,1970.13,2166.88
2023-02-02 08:45,1848.63,1865.21,2051.82,1215.04,1190.18,773.93,1994.86,1972.81,2166.88
2023-02-02 09:00,1861.62,1869.62,2041.1,1219.14,1190.54,759.16,2007.72,1977.73,2166.88
2023-02-02 09:15,1858.14,1864.37,2023.62,1114.9,1165.45,796.28,1983.97,1987.55,2166.88
2023-02-02 09:30,1842.66,1869.16,2039.33,1111.78,1169.29,834.57,1971.05,1988.69,2166.88
2023-02-02 09:45,1833.58,1855.55,2042.21,1101.87,1158.69,871.08,1964.02,1981.63,2166.88
2023-02-02 10:00,1829.68,1844.39,2045.76,1093.94,1146.17,911.61,1957.8,1968.29,2166.88
2023-02-02 10:15,1815.87,1852.5,2048.97,1100.71,1161.21,953.34,1950.4,1974.83,2166.88
2023-02-02 10:30,1816.09,1856.86,2059.99,1091.64,1156.2,973.63,1946.31,1976.24,2166.88
2023-02-02 10:45,1797.39,1856.65,2046.33,1080.02,1150.9,923.2,1934.66,1980.76,2166.88
2023-02-02 11:00,1787.57,1849.65,2057.07,1075.27,1147.91,874.5,1929.19,1976.26,2166.88
2023-02-02 11:15,1796.99,1850.52,2066.64,1079.59,1148.82,830.41,1935.75,1975.67,2166.88
2023-02-02 11:30,1800.82,1850.55,2023.61,1079.87,1146.77,810.82,1939.83,1975.56,2166.88
2023-02-02 11:45,1803.61,1843.78,2047.61,1076.44,1141.36,834.62,1940.77,1973.72,2166.88
2023-02-02 12:00,1797.83,1840.77,2024.24,1070.72,1134.62,863.52,1938.28,1970.82,2166.88
2023-02-02 12:15,1808.68,1854.39,2019.56,1083.89,1158.78,911.74,1919.34,1983.93,2166.88
2023-02-02 12:30,1826.7,1868.39,2027.04,1101.18,1176.15,949.94,1932.03,1994.37,2166.88
2023-02-02 12:45,1838.88,1872.99,2039.87,1105.76,1177.71,977.53,1942.15,1997.79,2166.88
2023-02-02 13:00,1851.85,1880.24,2028.96,1111.0,1181.05,990.8,1978.61,2003.85,2166.88
2023-02-02 13:15,1861.22,1896.16,2045.78,1122.82,1193.42,999.9,1987.97,2013.11,2166.88
2023-02-02 13:30,1866.56,1905.58,2050.61,1125.56,1200.91,1010.67,1989.0,2021.59,2166.88
2023-02-02 13:45,1870.0,1911.0,2057.03,1126.31,1201.94,1022.29,1993.75,2026.9,2166.88
2023-02-02 14:00,1884.72,1923.26,2038.6,1134.54,1209.3,1025.26,2003.31,2032.95,2166.88
2023-02-02 14:15,1896.23,1931.48,2047.43,1142.39,1216.96,1033.27,2010.89,2039.32,2166.88
2023-02-02 14:30,1906.14,1937.46,2039.42,1148.18,1219.72,1049.8,2022.28,2042.16,2166.88
2023-02-02 14:45,1910.92,1935.67,2037.41,1147.17,1217.21,1060.89,2023.44,2041.2,2166.88
2023-02-02 15:00,1913.1,1936.22,2042.26,1150.69,1219.95,1072.07,2025.27,2042.01,2166.88
2023-02-02 15:15,1916.66,1938.2,2028.01,1212.13,1166.09,1083.32,2049.2,2087.85,2166.88
2023-02-02 15:30,1929.82,1946.68,1991.15,1219.56,1170.41,1094.65,2052.84,2092.2,2166.88
