datetime,s1_q50_b1r1,s2_q50_b1r1,s3_q50_b1r1,s1_q10_b1r1,s2_q10_b1r1,s3_q10_b1r1,s1_q90_b1r1,s2_q90_b1r1,s3_q90_b1r1
2023-02-09 10:30,325.45,319.27,259.8,102.42,93.64,8.17,586.03,564.55,1241.24
2023-02-09 10:45,315.22,306.03,256.85,93.04,83.65,7.77,572.48,549.21,1232.65
2023-02-09 11:00,306.3,293.95,253.93,80.18,71.32,8.56,566.77,541.74,1224.11
2023-02-09 11:15,285.89,272.06,252.02,72.83,65.99,8.34,541.87,515.69,1215.6
2023-02-09 11:30,262.36,249.68,252.45,63.07,58.45,7.4,518.7,493.1,1207.13
2023-02-09 11:45,241.69,232.3,252.89,53.48,50.39,4.75,497.91,474.22,1198.7
2023-02-09 12:00,222.84,219.42,263.99,40.11,38.95,4.19,482.53,461.94,1190.31
2023-02-09 12:15,203.42,205.06,261.66,41.52,46.39,4.03,381.91,479.98,1186.16
2023-02-09 12:30,185.46,193.64,259.43,39.57,44.2,3.98,362.92,464.97,1182.02
2023-02-09 12:45,173.22,184.98,262.52,35.98,39.82,4.3,346.08,451.0,1177.89
2023-02-09 13:00,161.7,175.65,265.63,31.77,34.39,6.58,332.68,447.48,1173.77
2023-02-09 13:15,149.97,169.27,268.77,32.26,34.59,7.05,318.64,446.09,1180.64
2023-02-09 13:30,137.68,164.35,268.37,31.17,33.43,6.85,301.92,455.0,1176.49
2023-02-09 13:45,126.09,156.86,280.5,28.73,30.69,6.29,288.91,456.77,1172.35
2023-02-09 14:00,115.59,144.16,299.82,20.7,21.44,5.81,279.08,440.54,1168.23
2023-02-09 14:15,113.72,136.5,301.04,20.09,20.15,1.6,279.15,423.77,1165.33
2023-02-09 14:30,113.05,131.22,302.26,20.55,20.55,1.51,277.48,414.65,1174.32
2023-02-09 14:45,112.32,128.46,303.49,20.15,20.15,1.43,274.82,411.17,1156.1
2023-02-09 15:00,112.42,125.5,313.4,18.5,18.5,1.42,275.91,407.4,1142.83
2023-02-09 15:15,111.33,119.8,327.34,17.9,17.9,1.47,329.09,547.64,1163.61
2023-02-09 15:30,108.4,112.3,340.79,18.04,18.04,1.53,329.03,536.3,1154.8
2023-02-09 15:45,103.54,106.24,340.43,18.08,18.08,1.58,322.7,527.32,1173.87
2023-02-09 16:00,95.9,97.94,340.74,17.64,17.64,3.56,311.35,512.51,1199.05
2023-02-09 16:15,87.93,90.3,344.83,10.52,10.52,5.83,303.38,504.13,1236.54
2023-02-09 16:30,78.18,83.07,345.63,9.7,9.7,1.6400000000000001,295.03,497.2,1274.64
2023-02-09 16:45,71.41,75.47,346.32,7.08,7.08,1.54,290.05,492.3,1315.52
2023-02-09 17:00,63.0,69.36,355.55,6.76,6.76,1.45,281.81,486.23,1336.52
2023-02-09 17:15,56.66,63.13,364.48,6.01,6.01,1.37,276.99,481.46,1361.75
2023-02-09 17:30,50.8,54.16,372.46,3.75,3.75,1.34,273.61,476.59,1404.24
2023-02-09 17:45,44.66,48.78,379.94,1.42,1.42,1.32,270.6,473.99,1433.68
2023-02-09 18:00,41.57,42.49,377.48,1.27,1.27,1.21,265.27,467.76,1455.62
2023-02-09 18:15,37.89,38.66,362.0,1.26,1.28,1.18,320.48,670.28,1502.62
2023-02-09 18:30,34.58,35.26,353.64,1.16,1.18,1.15,315.23,665.48,1503.37
2023-02-09 18:45,33.31,33.98,360.87,1.0,1.0,1.23,313.76,664.15,1502.11
2023-02-09 19:00,32.6,33.34,377.64,0.0,0.0,1.42,312.91,663.38,1500.85
2023-02-09 19:15,33.39,34.35,383.81,1.03,1.07,1.52,313.79,664.27,1499.59
2023-02-09 19:30,34.88,37.52,392.34,1.15,1.23,1.53,317.0,667.88,1498.33
2023-02-09 19:45,37.74,42.55,406.16,1.26,1.26,3.57,319.66,671.06,1497.08
2023-02-09 20:00,41.94,51.59,409.7,1.25,1.25,5.65,322.45,675.45,1495.83
2023-02-09 20:15,48.27,60.72,417.24,1.3800000000000001,1.3800000000000001,5.62,332.91,687.03,1494.58
2023-02-09 20:30,55.72,70.08,418.92,3.49,3.49,3.71,337.25,693.31,1493.33
2023-02-09 20:45,64.01,82.35,404.36,3.88,3.88,3.74,345.91,706.07,1492.08
2023-02-09 21:00,71.92,94.77,402.59,6.03,6.03,3.79,354.45,716.93,1490.84
2023-02-09 21:15,77.11,106.78,401.11,6.89,6.89,3.85,315.26,775.47,1489.6
2023-02-09 21:30,84.93,119.92,400.27,7.49,7.49,3.91,323.92,793.4,1488.36
2023-02-09 21:45,93.53,135.09,399.46,7.61,7.61,5.89,334.9,816.68,1487.12
2023-02-09 22:00,102.64,151.35,398.7,7.2,7.2,5.98,347.02,840.04,1485.88
2023-02-09 22:15,109.92,161.87,399.07,7.05,7.05,6.06,359.82,859.97,1484.65
2023-02-09 22:30,115.47,168.98,406.51,7.44,7.44,6.15,364.07,871.56,1483.42
2023-02-09 22:45,123.44,174.94,416.21,14.16,14.16,5.77,372.09,877.6,1482.19
2023-02-09 23:00,100.27,104.6,297.12,20.85,22.06,1.39,337.05,368.92,1444.5
2023-02-09 23:15,100.91,106.87,289.19,21.1,21.36,1.39,333.08,365.58,1516.92
2023-02-09 23:30,101.23,109.93,283.01,20.53,20.6,1.4,330.69,364.73,1545.89
2023-02-09 23:45,102.36,114.99,272.17,20.19,20.23,1.4,331.55,367.58,1579.75
2023-02-10 00:00,105.15,119.18,270.74,19.95,19.95,1.39,333.95,370.26,1590.26
2023-02-10 00:15,103.54,118.71,270.92,20.93,20.93,1.37,447.68,285.62,1560.86
2023-02-10 00:30,105.04,120.96,271.94,20.45,20.45,1.36,445.85,288.17,1517.97
2023-02-10 00:45,105.99,123.16,272.39,19.49,19.49,1.3800000000000001,448.15,297.02,1505.19
2023-02-10 01:00,108.53,126.09,268.48,18.2,18.2,1.39,452.6,310.64,1468.19
2023-02-10 01:15,115.41,130.97,260.5,19.16,19.29,1.35,457.69,321.0,1452.63
2023-02-10 01:30,124.23,133.89,254.4,19.94,20.21,1.37,468.68,325.49,1410.54
2023-02-10 01:45,132.04,135.38,260.25,20.64,21.0,1.37,487.55,326.28,1378.31
2023-02-10 02:00,140.99,138.13,259.64,21.45,21.93,1.32,506.29,328.32,1377.39
2023-02-10 02:15,153.17,144.95,255.32,22.5,23.28,1.27,527.13,333.99,1355.29
2023-02-10 02:30,164.27,152.06,251.05,28.47,29.61,1.25,543.02,338.78,1334.79
2023-02-10 02:45,173.55,158.43,259.92,31.8,32.82,1.18,552.56,340.66,1278.64
2023-02-10 03:00,181.25,163.87,258.92,32.27,33.14,1.13,556.38,339.35,1226.77
2023-02-10 03:15,181.14,161.9,253.65,31.74,31.17,1.09,466.29,385.31,1176.33
2023-02-10 03:30,180.52,159.91,250.08,31.13,30.59,0.63,462.88,383.47,1153.5
2023-02-10 03:45,179.0,158.59,250.67,29.55,29.0,0.61,457.48,380.19,1116.88
2023-02-10 04:00,175.14,157.62,243.82,30.61,30.15,0.6000000000000001,445.58,380.62,1082.47
2023-02-10 04:15,163.8,151.77,233.31,25.16,25.16,0.59,424.25,375.78,1069.46
2023-02-10 04:30,153.14,147.05,216.75,22.93,22.93,0.1,404.12,368.23,1068.97
2023-02-10 04:45,144.91,143.63,208.83,22.04,22.04,0.1,393.63,364.09,1074.82
2023-02-10 05:00,139.82,141.75,204.67,21.68,21.68,0.1,385.93,358.05,1080.71
2023-02-10 05:15,136.66,141.42,195.16,24.18,24.18,0.1,384.45,357.86,1086.61
2023-02-10 05:30,135.47,142.59,185.96,25.7,25.7,0.1,383.0,357.98,1092.55
2023-02-10 05:45,133.93,143.91,177.33,29.71,29.71,0.1,382.32,360.52,1098.52
2023-02-10 06:00,133.08,146.5,173.2,30.14,30.14,0.1,382.19,368.05,1109.27
2023-02-10 06:15,136.66,153.41,173.88,31.65,31.65,0.1,306.55,437.27,1123.45
2023-02-10 06:30,141.27,160.48,169.43,32.6,32.42,0.1,310.01,447.86,1149.44
2023-02-10 06:45,147.1,167.99,170.68,33.82,33.43,0.1,315.22,458.81,1175.85
2023-02-10 07:00,153.42,175.94,182.89,35.87,35.2,0.1,321.0,471.42,1202.68
2023-02-10 07:15,170.22,194.51,185.73,39.48,38.04,0.1,334.65,493.75,1218.64
2023-02-10 07:30,186.02,214.04,174.48,47.47,45.33,0.1,350.23,516.9,1246.02
2023-02-10 07:45,201.95,232.2,163.64,52.0,48.94,0.1,365.39,536.37,1273.83
2023-02-10 08:00,218.74,251.38,146.49,57.32,53.11,0.1,386.58,556.16,1302.06
2023-02-10 08:15,246.04,280.86,145.45,67.42,61.77,0.1,414.86,578.55,1330.73
2023-02-10 08:30,274.49,310.97,155.46,83.88,75.67,0.1,444.01,598.68,1320.01
2023-02-10 08:45,304.58,342.82,165.14,99.73,89.63,0.1,477.83,618.7,1348.71
2023-02-10 09:00,336.17,375.23,155.24,115.02,112.04,0.1,516.4,638.61,1347.18
2023-02-10 09:15,367.09,405.86,139.73,102.59,153.07,0.1,600.2,633.05,1335.85
2023-02-10 09:30,400.96,439.17,131.61,115.52,180.4,0.1,638.58,671.25,1336.68
2023-02-10 09:45,436.26,474.28,132.19,127.37,203.31,0.1,672.35,704.98,1314.91
2023-02-10 10:00,473.89,511.84,132.77,136.78,230.98,0.1,712.91,745.4,1310.1
2023-02-10 10:15,493.48,531.0,133.36,144.41,246.19,0.1,732.33,764.68,1288.55
2023-02-10 10:30,514.33,553.53,133.95,152.48,262.52,0.1,745.86,779.29,1267.23
2023-02-10 10:45,538.0,581.36,134.55,165.64,281.87,0.1,777.77,813.49,1246.15
2023-02-10 11:00,567.56,612.71,143.9,193.14,302.49,0.1,814.18,850.97,1225.3
2023-02-10 11:15,596.16,638.86,165.22,230.32,317.55,0.1,839.23,874.23,1204.68
2023-02-10 11:30,629.8,663.79,180.81,275.52,332.85,0.1,867.89,898.01,1195.23
2023-02-10 11:45,665.79,686.23,196.63,314.27,342.8,0.1,906.23,928.86,1174.88
2023-02-10 12:00,700.33,707.85,198.3,334.16,352.55,0.1,937.65,953.36,1154.75
2023-02-10 12:15,726.37,726.04,196.8,350.05,376.65,0.1,1002.5,997.31,1173.98
2023-02-10 12:30,753.26,744.71,195.29,363.97,387.28,0.1,1037.79,1014.45,1193.43
2023-02-10 12:45,780.53,762.72,193.8,375.83,395.06,0.1,1068.79,1030.32,1201.95
2023-02-10 13:00,805.96,781.48,192.31,385.94,401.94,0.1,1091.67,1042.17,1221.62
2023-02-10 13:15,819.64,797.3,190.83,388.06,404.18,0.1,1105.46,1055.78,1241.51
2023-02-10 13:30,829.15,811.78,189.35,388.57,406.0,0.58,1111.81,1068.36,1261.61
2023-02-10 13:45,838.2,824.41,183.88,388.8,407.2,1.07,1120.33,1079.93,1281.92
2023-02-10 14:00,850.83,835.08,177.95,390.53,407.86,0.1,1132.2,1090.49,1302.45
2023-02-10 14:15,872.13,850.4,171.84,405.1,419.71,0.1,1150.37,1106.14,1302.97
2023-02-10 14:30,891.99,865.36,161.78,419.36,431.88,0.1,1164.35,1121.58,1291.22
2023-02-10 14:45,912.74,884.86,155.58,431.08,443.08,0.1,1180.76,1143.25,1225.56
2023-02-10 15:00,935.57,909.83,161.42,447.69,460.17,0.1,1199.95,1172.36,1171.71
2023-02-10 15:15,966.88,942.58,179.22,473.46,452.82,0.1,1216.34,1299.64,1115.06
2023-02-10 15:30,995.33,971.57,174.75,494.93,473.97,0.1,1250.76,1321.95,1112.68
2023-02-10 15:45,1021.32,998.16,170.92,517.44,496.17,0.1,1270.41,1348.79,1146.41
2023-02-10 16:00,1047.94,1026.1,173.43,537.95,516.12,0.1,1283.69,1388.05,1171.76
2023-02-10 16:15,1070.24,1048.59,174.29,556.03,533.04,0.1,1299.82,1399.31,1214.94
2023-02-10 16:30,1092.81,1074.02,175.1,568.83,546.03,0.1,1326.99,1419.51,1266.17
2023-02-10 16:45,1119.31,1106.14,177.61,577.2,554.85,0.1,1358.24,1449.3,1302.07
2023-02-10 17:00,1149.95,1137.51,172.75,590.08,566.83,0.1,1400.54,1480.56,1355.47
2023-02-10 17:15,1184.63,1172.17,168.33,607.61,583.74,0.1,1456.3,1525.01,1389.65
2023-02-10 17:30,1215.34,1205.9,164.81,627.69,602.56,0.1,1487.16,1570.37,1415.59
2023-02-10 17:45,1247.9,1234.86,163.16,653.15,626.73,0.1,1538.15,1603.04,1456.79
2023-02-10 18:00,1272.61,1267.09,156.32,678.65,652.33,0.1,1551.23,1649.7,1502.46
2023-02-10 18:15,1297.18,1294.29,174.39,728.28,685.47,0.1,1564.33,1728.91,1521.27
2023-02-10 18:30,1327.48,1324.38,188.02,740.39,697.05,0.1,1582.12,1744.83,1535.81
2023-02-10 18:45,1359.78,1354.66,200.41,757.58,714.52,0.1,1611.18,1751.48,1519.59
2023-02-10 19:00,1387.71,1381.22,215.55,778.84,735.2,0.1,1629.82,1761.12,1547.44
2023-02-10 19:15,1407.96,1405.03,229.57,802.73,760.72,0.1,1629.77,1758.18,1566.92
2023-02-10 19:30,1430.17,1429.44,246.2,821.12,778.65,0.1,1647.27,1785.05,1586.57
2023-02-10 19:45,1453.82,1446.0,261.32,844.17,800.34,0.1,1673.38,1782.18,1612.68
2023-02-10 20:00,1464.08,1461.19,275.48,860.6,817.84,0.1,1664.31,1792.64,1622.14
2023-02-10 20:15,1459.66,1466.08,286.86,865.53,825.57,0.1,1654.23,1795.89,1647.84
2023-02-10 20:30,1449.18,1465.17,303.22,873.35,837.94,0.1,1635.65,1778.64,1669.73
2023-02-10 20:45,1433.31,1464.78,319.04,875.55,844.29,1.11,1625.01,1770.58,1686.66
2023-02-10 21:00,1423.33,1465.79,322.72,864.71,847.49,1.27,1625.12,1775.35,1646.01
2023-02-10 21:15,1401.18,1455.05,326.97,780.31,768.21,1.33,1692.83,1769.68,1634.67
2023-02-10 21:30,1385.1,1452.75,333.22,755.27,769.06,1.34,1696.39,1779.73,1662.99
2023-02-10 21:45,1377.46,1450.98,335.97,750.36,768.99,1.37,1678.8,1770.69,1676.59
2023-02-10 22:00,1382.84,1439.18,336.75,784.27,766.33,1.49,1680.08,1759.5,1749.0
2023-02-10 22:15,1387.73,1426.7,333.91,820.27,755.53,4.0,1676.89,1750.29,1769.47
2023-02-10 22:30,1387.56,1415.3,331.85,815.2,746.22,3.64,1681.82,1751.13,1790.79
2023-02-10 22:45,1381.93,1401.12,329.79,805.84,735.31,3.6,1678.9,1746.81,1814.8
2023-02-10 23:00,1237.65,1307.92,371.16,675.82,749.24,3.62,1388.65,1499.88,2088.94
2023-02-10 23:15,1219.24,1290.53,379.46,668.62,735.68,3.97,1372.06,1484.98,2086.69
2023-02-10 23:30,1197.58,1267.36,391.91,659.28,718.74,5.73,1355.47,1468.38,2078.55
2023-02-10 23:45,1177.16,1239.43,384.23,650.97,690.77,5.78,1335.51,1445.89,2087.07
2023-02-11 00:00,1159.7,1213.59,385.32,652.14,665.97,5.98,1317.68,1424.83,2096.98
2023-02-11 00:15,1144.97,1191.35,388.66,689.06,650.02,6.6,1337.05,1356.26,2082.93
2023-02-11 00:30,1129.21,1171.69,388.26,678.2,638.72,6.25,1330.16,1348.0,2088.67
2023-02-11 00:45,1113.2,1150.98,391.06,662.74,622.45,6.59,1316.56,1331.88,2097.86
2023-02-11 01:00,1093.7,1128.85,397.02,642.61,602.33,7.17,1300.41,1314.84,2087.84
2023-02-11 01:15,1076.51,1111.59,405.05,630.62,591.1,7.28,1284.03,1298.57,2089.22
2023-02-11 01:30,1061.17,1094.66,410.68,624.08,584.53,7.25,1268.62,1282.35,2080.25
2023-02-11 01:45,1048.28,1077.92,411.47,614.4,574.24,7.09,1261.24,1272.95,2079.39
2023-02-11 02:00,1037.59,1064.13,409.8,603.57,563.05,6.65,1248.88,1259.27,2055.91
2023-02-11 02:15,1025.63,1053.36,404.82,593.88,553.85,7.0,1239.78,1250.54,2027.29
2023-02-11 02:30,1009.58,1042.4,407.31,582.04,543.96,8.07,1224.53,1238.28,2019.33
2023-02-11 02:45,994.61,1032.24,409.8,564.11,528.14,10.02,1200.17,1217.05,2025.77
2023-02-11 03:00,978.65,1021.3,411.6,546.01,512.12,17.66,1181.28,1201.64,2069.82
2023-02-11 03:15,958.93,1008.07,413.17,531.25,504.0,28.96,1219.7,1223.81,2059.05
2023-02-11 03:30,939.87,992.87,414.75,517.3,491.11,30.49,1203.27,1216.37,2033.3
2023-02-11 03:45,921.53,974.29,418.24,507.53,481.19,32.07,1184.51,1198.72,2007.29
2023-02-11 04:00,904.89,952.59,422.42,497.76,469.51,33.68,1186.54,1178.23,1908.65
2023-02-11 04:15,887.17,927.58,424.98,490.34,459.41,35.32,1162.38,1148.69,1886.84
2023-02-11 04:30,868.37,904.33,423.43,481.97,449.5,37.01,1135.15,1119.98,1890.95
2023-02-11 04:45,849.99,883.2,421.85,470.33,437.2,38.74,1111.97,1095.96,1900.35
2023-02-11 05:00,831.73,863.13,423.2,454.92,421.35,38.81,1091.45,1075.48,1900.65
2023-02-11 05:15,816.48,846.54,424.56,448.02,413.95,37.39,1077.18,1061.05,1898.11
2023-02-11 05:30,800.17,826.84,425.92,437.35,402.09,34.77,1069.93,1052.62,1905.41
2023-02-11 05:45,784.54,806.97,421.57,427.57,390.94,32.23,1061.47,1042.68,1903.93
2023-02-11 06:00,770.13,786.93,416.91,413.68,375.19,20.11,1053.12,1032.11,1905.03
2023-02-11 06:15,759.93,768.89,415.54,402.14,373.1,20.99,1112.23,1061.29,1873.41
2023-02-11 06:30,749.84,751.71,416.42,395.94,364.41,21.65,1098.81,1044.07,1858.73
2023-02-11 06:45,740.85,736.84,417.3,391.15,352.13,22.31,1089.51,1031.65,1892.07
2023-02-11 07:00,733.43,724.05,418.19,383.9,334.89,22.99,1090.37,1029.71,1876.27
2023-02-11 07:15,729.48,716.54,419.08,381.21,320.4,23.04,1093.87,1031.31,1889.4
2023-02-11 07:30,724.92,710.67,419.96,376.33,306.85,22.34,1090.15,1026.94,1884.12
2023-02-11 07:45,717.42,706.27,420.85,361.93,299.15,21.66,1084.72,1023.06,1884.55
2023-02-11 08:00,708.39,703.82,418.99,340.61,295.25,20.99,1079.52,1021.36,1880.84
2023-02-11 08:15,706.74,708.29,392.17,326.22,296.57,19.36,1074.47,1019.69,1883.31
2023-02-11 08:30,707.07,713.13,362.32,315.68,299.25,11.15,1073.94,1021.52,1873.49
2023-02-11 08:45,708.86,718.51,336.86,309.23,302.61,9.36,1075.22,1024.74,1878.42
2023-02-11 09:00,712.07,725.02,317.97,307.04,309.13,7.6,1081.24,1032.67,1875.37
2023-02-11 09:15,702.67,720.14,318.37,275.33,325.48,7.77,998.95,993.88,1870.88
2023-02-11 09:30,694.32,716.78,329.31,271.74,335.31,7.94,986.63,984.16,1871.09
2023-02-11 09:45,686.91,711.98,341.16,271.42,341.57,8.12,977.65,976.64,1871.68
2023-02-11 10:00,680.52,706.45,353.28,273.27,345.19,8.3,968.33,967.86,1867.7
2023-02-11 10:15,653.82,678.57,365.68,268.67,332.53,9.07,935.03,933.87,1881.78
2023-02-11 10:30,628.37,651.0,381.11,264.05,312.24,10.13,906.22,903.71,1891.57
2023-02-11 10:45,603.33,623.48,394.63,257.71,291.66,9.91,883.08,878.94,1905.79
2023-02-11 11:00,577.37,595.75,407.99,247.45,273.11,9.47,852.58,847.48,1900.03
2023-02-11 11:15,539.67,555.69,415.27,229.12,247.75,9.14,815.76,808.85,1888.85
2023-02-11 11:30,503.83,514.77,421.33,212.24,218.2,19.17,785.97,775.91,1914.61
2023-02-11 11:45,468.7,474.83,427.54,194.53,198.35,19.2,754.34,741.17,1878.74
2023-02-11 12:00,434.06,436.87,429.36,175.67,171.05,19.91,721.68,706.5,1925.6
2023-02-11 12:15,403.87,404.74,440.15,150.62,167.27,20.84,616.58,705.84,1912.04
2023-02-11 12:30,374.6,373.81,451.11,130.83,142.68,21.74,579.52,669.33,1913.22
2023-02-11 12:45,346.6,344.76,462.24,108.23,119.62,21.26,552.03,642.17,1917.02
2023-02-11 13:00,320.25,318.17,473.09,91.71,98.53,10.55,523.13,614.5,1918.06
2023-02-11 13:15,300.01,297.77,484.57,74.05,82.37,10.76,503.23,594.96,1944.96
2023-02-11 13:30,281.44,278.42,497.92,62.3,66.41,21.6,483.75,576.0,2038.46
2023-02-11 13:45,262.49,260.49,508.47,47.52,53.5,23.01,463.18,556.61,2010.38
2023-02-11 14:00,246.55,241.76,519.16,40.17,39.03,29.46,447.8,540.34,2001.45
2023-02-11 14:15,232.03,229.22,534.27,33.55,32.35,31.28,433.78,528.31,2003.91
2023-02-11 14:30,220.14,215.3,546.91,27.06,18.24,35.02,425.59,519.64,1993.63
2023-02-11 14:45,209.26,204.72,559.53,24.19,15.03,35.07,414.2,508.85,1934.08
2023-02-11 15:00,198.38,195.09,572.33,20.79,10.92,37.05,404.51,500.78,1942.51
2023-02-11 15:15,187.11,185.63,582.79,7.7,3.33,37.56,444.94,637.13,1964.75
2023-02-11 15:30,177.83,176.74,598.5,6.64,2.43,37.51,433.92,626.89,2057.06
2023-02-11 15:45,169.57,168.88,607.94,5.6,2.01,36.74,424.4,618.03,2067.6
2023-02-11 16:00,160.58,160.58,615.1,1.33,1.66,35.32,415.11,609.26,2061.3
2023-02-11 16:15,152.38,152.42,623.52,1.09,1.36,33.8,407.05,601.72,2048.51
2023-02-11 16:30,144.76,144.9,638.78,0.47000000000000003,1.33,32.02,399.12,594.26,2057.73
2023-02-11 16:45,137.53,137.73,656.15,0.0,1.25,30.44,389.78,585.39,2050.28
2023-02-11 17:00,131.04,131.24,677.45,0.0,1.19,28.88,383.2,579.21,2047.03
2023-02-11 17:15,127.54,127.74,691.99,0.0,1.17,22.91,379.35,575.57,2051.73
2023-02-11 17:30,123.45,123.64,712.03,0.0,1.17,21.83,375.41,571.88,2063.77
2023-02-11 17:45,119.87,119.98,729.0,0.51,1.17,20.77,372.29,568.99,2058.44
2023-02-11 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 18:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 18:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 19:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 19:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 20:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 20:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 21:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 21:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 22:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 22:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 23:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 23:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 06:15,9.82,9.73,379.48,0.0,0.0,3.66,347.09,285.65,1762.61
2023-02-12 06:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 06:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 07:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 07:30,10.35,9.27,378.81,0.0,0.0,1.33,348.47,286.87,1777.94
2023-02-12 07:45,11.46,10.14,370.4,0.0,0.0,1.26,349.29,287.56,1775.02
2023-02-12 08:00,13.26,11.74,359.1,0.0,0.0,1.23,350.99,289.18,1756.81
2023-02-12 08:15,15.63,14.03,351.15,0.0,0.0,1.36,353.88,292.05,1754.36
2023-02-12 08:30,19.23,17.35,342.78,0.0,0.0,1.49,361.28,299.26,1739.41
2023-02-12 08:45,22.63,20.22,334.54,0.0,0.0,1.51,368.31,306.17,1723.64
2023-02-12 09:00,28.21,26.25,326.42,0.0,0.0,3.61,375.38,313.23,1667.57
2023-02-12 09:15,31.42,28.4,318.43,0.0,0.0,5.78,283.7,261.79,1654.84
